fid,iid,rep,alg_B8,alg_B16,alg_B24,alg_B32,alg_B40,alg_B48,alg_B56,alg_B64,alg_B72,alg_B80,alg_B88,alg_B96,alg_B100,alg_B150,alg_B200,alg_B250,alg_B300,alg_B350,alg_B400,alg_B450,alg_B500,alg_B550,alg_B600,alg_B650,alg_B700,alg_B750,alg_B800,alg_B850,alg_B900,alg_B950,alg_B1000
1,1,12,Same,Same,Non-elitist,Non-elitist,Non-elitist,MLSL,MLSL,Non-elitist,MLSL,MLSL,MLSL,MLSL,Non-elitist,MLSL,Same,BFGS,MLSL,Non-elitist,MLSL,Non-elitist,MLSL,Non-elitist,Non-elitist,Same,MLSL,Non-elitist,Same,Non-elitist,MLSL,Non-elitist,Same
1,1,13,Non-elitist,Non-elitist,MLSL,Same,Non-elitist,MLSL,MLSL,Same,MLSL,BFGS,MLSL,MLSL,MLSL,MLSL,Non-elitist,Same,MLSL,Non-elitist,MLSL,BFGS,MLSL,Non-elitist,MLSL,Same,Same,PSO,Same,DE,Non-elitist,Same,Same
1,1,14,Non-elitist,MLSL,Non-elitist,Same,MLSL,MLSL,MLSL,MLSL,MLSL,Same,MLSL,MLSL,MLSL,MLSL,Non-elitist,Non-elitist,MLSL,Non-elitist,MLSL,BFGS,MLSL,Non-elitist,MLSL,Non-elitist,MLSL,Non-elitist,Same,Non-elitist,BFGS,Same,Same
1,1,15,Non-elitist,Same,MLSL,Non-elitist,Non-elitist,Same,MLSL,MLSL,MLSL,MLSL,Non-elitist,MLSL,Non-elitist,BFGS,Same,MLSL,MLSL,Non-elitist,Non-elitist,Non-elitist,MLSL,Non-elitist,MLSL,Same,Non-elitist,Same,DE,BFGS,BFGS,Same,Same
1,1,16,Non-elitist,Non-elitist,Same,BFGS,Non-elitist,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,Non-elitist,MLSL,Same,Same,Same,Same,MLSL,Non-elitist,MLSL,Non-elitist,Non-elitist,Same,Same,Non-elitist,Same,Same,MLSL,Same,Same
1,1,17,Non-elitist,MLSL,MLSL,Same,MLSL,MLSL,MLSL,MLSL,MLSL,BFGS,MLSL,MLSL,MLSL,Non-elitist,BFGS,Same,MLSL,Non-elitist,MLSL,BFGS,MLSL,MLSL,MLSL,MLSL,Same,DE,BFGS,DE,DE,PSO,Same
1,1,18,Non-elitist,Same,Non-elitist,BFGS,BFGS,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,BFGS,Same,Same,Non-elitist,MLSL,MLSL,Non-elitist,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,Same,DE,DE,MLSL,Non-elitist,Same
1,1,19,Non-elitist,Same,Non-elitist,BFGS,MLSL,MLSL,MLSL,MLSL,MLSL,BFGS,MLSL,MLSL,MLSL,Non-elitist,Non-elitist,MLSL,MLSL,Non-elitist,MLSL,BFGS,MLSL,Non-elitist,MLSL,Same,Same,MLSL,Same,Non-elitist,MLSL,Non-elitist,Same
1,2,0,Non-elitist,Same,Non-elitist,Non-elitist,Non-elitist,Same,Same,Non-elitist,Non-elitist,MLSL,MLSL,MLSL,Non-elitist,Same,Same,MLSL,Non-elitist,Same,Non-elitist,Non-elitist,Same,MLSL,Non-elitist,Non-elitist,Non-elitist,BFGS,DE,BFGS,Same,MLSL,Same
1,2,1,Non-elitist,Same,Same,Non-elitist,Same,Non-elitist,Same,MLSL,MLSL,MLSL,Same,MLSL,Same,Non-elitist,Same,Non-elitist,Non-elitist,MLSL,Non-elitist,Non-elitist,Same,MLSL,Same,Non-elitist,Same,DE,BFGS,BFGS,BFGS,MLSL,Same
1,2,2,Non-elitist,Same,MLSL,MLSL,MLSL,Same,Same,Same,MLSL,Same,Same,MLSL,Same,Same,Non-elitist,Non-elitist,BFGS,Same,Same,Non-elitist,Non-elitist,Non-elitist,Same,Same,Non-elitist,BFGS,BFGS,DE,BFGS,BFGS,Same
1,2,3,Non-elitist,Same,Non-elitist,Non-elitist,Non-elitist,Non-elitist,MLSL,Same,MLSL,MLSL,BFGS,MLSL,MLSL,Non-elitist,Same,Same,MLSL,MLSL,Non-elitist,Non-elitist,Same,Same,Non-elitist,Non-elitist,Same,DE,BFGS,BFGS,BFGS,MLSL,Same
1,2,4,Non-elitist,Same,Same,Non-elitist,Non-elitist,Same,MLSL,Same,Non-elitist,MLSL,Same,Non-elitist,Non-elitist,Same,Same,MLSL,Non-elitist,Same,Non-elitist,Non-elitist,Same,MLSL,Same,Non-elitist,Same,BFGS,Same,BFGS,BFGS,MLSL,Same
1,2,5,Non-elitist,Same,Same,Non-elitist,Non-elitist,Non-elitist,MLSL,Same,Non-elitist,MLSL,MLSL,Same,Non-elitist,Same,Same,Non-elitist,Non-elitist,Same,Non-elitist,Non-elitist,Same,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS,MLSL,Same
1,2,6,Non-elitist,Same,Non-elitist,Non-elitist,MLSL,Same,MLSL,Same,MLSL,Non-elitist,MLSL,MLSL,Non-elitist,Non-elitist,Same,MLSL,Non-elitist,MLSL,MLSL,Non-elitist,MLSL,MLSL,Same,Same,DE,BFGS,BFGS,DE,Same,BFGS,Same
1,2,7,MLSL,Same,Same,Same,Non-elitist,Same,Same,Non-elitist,Non-elitist,Same,Same,MLSL,Same,MLSL,Same,MLSL,Non-elitist,MLSL,Non-elitist,Same,Same,Non-elitist,Non-elitist,MLSL,Non-elitist,BFGS,BFGS,BFGS,Non-elitist,MLSL,Same
1,2,8,Non-elitist,Same,Same,Non-elitist,Non-elitist,Same,MLSL,Non-elitist,Non-elitist,MLSL,Non-elitist,Non-elitist,Non-elitist,BFGS,MLSL,MLSL,BFGS,MLSL,Same,MLSL,Same,MLSL,Non-elitist,Same,Non-elitist,BFGS,BFGS,BFGS,Non-elitist,BFGS,Same
1,2,9,MLSL,Same,Non-elitist,Non-elitist,Non-elitist,Non-elitist,MLSL,Same,Same,Same,MLSL,MLSL,Same,Non-elitist,Same,MLSL,BFGS,Non-elitist,Non-elitist,Non-elitist,Same,MLSL,Non-elitist,Non-elitist,DE,DE,BFGS,DE,BFGS,MLSL,Same
1,2,10,Same,Same,Same,MLSL,Non-elitist,BFGS,MLSL,Same,MLSL,BFGS,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,BFGS,MLSL,Non-elitist,Non-elitist,Same,MLSL,Non-elitist,Non-elitist,DE,DE,BFGS,BFGS,BFGS,MLSL,Same
1,2,11,Non-elitist,Same,Same,Non-elitist,Non-elitist,Non-elitist,MLSL,Same,Same,Same,Same,MLSL,Non-elitist,Non-elitist,Non-elitist,Same,Non-elitist,Non-elitist,MLSL,MLSL,Non-elitist,MLSL,Non-elitist,Non-elitist,Same,Non-elitist,Non-elitist,BFGS,Same,BFGS,Same
1,2,12,Non-elitist,Same,Same,Non-elitist,Non-elitist,Same,Same,Same,Same,Same,Same,Same,Same,Non-elitist,Same,MLSL,BFGS,MLSL,Same,Same,Non-elitist,Same,Non-elitist,Same,Non-elitist,Same,BFGS,BFGS,BFGS,MLSL,Same
1,2,13,MLSL,Same,Same,Non-elitist,Non-elitist,Same,Same,Same,Non-elitist,MLSL,Same,Same,Non-elitist,MLSL,Non-elitist,MLSL,BFGS,MLSL,BFGS,Non-elitist,Same,MLSL,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS,BFGS,BFGS,MLSL,Same
1,2,14,Non-elitist,Same,Same,MLSL,Non-elitist,Same,MLSL,Same,Non-elitist,Same,Non-elitist,Non-elitist,Same,Non-elitist,Same,MLSL,BFGS,MLSL,MLSL,Same,Same,MLSL,Non-elitist,Same,Same,DE,BFGS,BFGS,Same,MLSL,Same
1,2,15,Non-elitist,Same,Non-elitist,Non-elitist,Non-elitist,Same,Same,Non-elitist,MLSL,Non-elitist,Same,MLSL,Same,Same,Non-elitist,Non-elitist,BFGS,MLSL,Non-elitist,MLSL,Same,MLSL,Non-elitist,MLSL,Same,BFGS,BFGS,BFGS,BFGS,BFGS,Same
1,2,16,Non-elitist,Same,Same,Non-elitist,Non-elitist,Same,Non-elitist,Non-elitist,MLSL,Same,MLSL,Same,MLSL,MLSL,Same,Same,Non-elitist,MLSL,MLSL,MLSL,Same,MLSL,Non-elitist,Same,Same,DE,BFGS,BFGS,BFGS,MLSL,Same
1,2,17,Non-elitist,Non-elitist,MLSL,Non-elitist,Same,Same,Same,Non-elitist,Same,Same,Same,Same,Same,Same,Non-elitist,MLSL,Non-elitist,MLSL,Same,Same,Non-elitist,MLSL,Non-elitist,Same,PSO,BFGS,BFGS,BFGS,Same,PSO,Same
1,2,18,Non-elitist,Same,Non-elitist,Non-elitist,Non-elitist,Same,MLSL,Same,MLSL,Same,MLSL,Non-elitist,MLSL,Non-elitist,Same,Non-elitist,BFGS,MLSL,Same,MLSL,Non-elitist,MLSL,Non-elitist,MLSL,DE,Non-elitist,Non-elitist,BFGS,Same,MLSL,Same
1,2,19,Same,Same,Same,Same,Non-elitist,Non-elitist,Same,Same,Non-elitist,Same,Same,Same,Same,Same,Same,MLSL,BFGS,MLSL,Non-elitist,Non-elitist,Same,Same,Non-elitist,Same,Non-elitist,BFGS,BFGS,Same,MLSL,MLSL,Same
1,3,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Same,Same,MLSL,Non-elitist,MLSL,Non-elitist,Same,MLSL,Non-elitist,Non-elitist,Same,Non-elitist,BFGS,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist,MLSL,MLSL,Non-elitist,DE,MLSL,DE,DE,MLSL,Same
1,3,1,Non-elitist,Same,Same,Non-elitist,MLSL,MLSL,MLSL,Same,MLSL,MLSL,MLSL,MLSL,BFGS,Non-elitist,Same,MLSL,Non-elitist,Non-elitist,MLSL,Non-elitist,Same,Non-elitist,MLSL,Non-elitist,Same,BFGS,MLSL,DE,MLSL,Non-elitist,Same
1,3,2,Non-elitist,Non-elitist,Non-elitist,BFGS,MLSL,Non-elitist,Same,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,BFGS,Non-elitist,MLSL,Non-elitist,Non-elitist,BFGS,MLSL,Same,MLSL,MLSL,MLSL,Non-elitist,DE,BFGS,DE,MLSL,DE,Same
1,3,3,Non-elitist,Non-elitist,MLSL,Non-elitist,MLSL,BFGS,BFGS,MLSL,Same,Same,MLSL,MLSL,MLSL,Non-elitist,Same,Same,MLSL,Non-elitist,BFGS,MLSL,MLSL,MLSL,MLSL,Same,Non-elitist,DE,BFGS,Non-elitist,MLSL,Same,Same
1,3,4,Non-elitist,Same,Non-elitist,Non-elitist,Same,MLSL,MLSL,Same,MLSL,BFGS,MLSL,MLSL,Non-elitist,Non-elitist,Same,MLSL,Non-elitist,Non-elitist,BFGS,MLSL,Same,MLSL,MLSL,MLSL,MLSL,Same,BFGS,DE,MLSL,BFGS,Same
1,3,5,Non-elitist,Same,Non-elitist,Non-elitist,MLSL,MLSL,MLSL,MLSL,Non-elitist,MLSL,Same,Same,MLSL,Same,Non-elitist,Same,Non-elitist,Non-elitist,Same,Non-elitist,Non-elitist,MLSL,MLSL,MLSL,Non-elitist,PSO,BFGS,Non-elitist,BFGS,MLSL,Same
1,3,6,Same,Same,Same,Non-elitist,Non-elitist,Non-elitist,MLSL,BFGS,MLSL,MLSL,MLSL,Same,Non-elitist,Non-elitist,Same,Same,MLSL,Non-elitist,BFGS,MLSL,Same,MLSL,MLSL,BFGS,DE,PSO,BFGS,Non-elitist,DE,Same,Same
1,3,7,Non-elitist,Non-elitist,Non-elitist,Same,Non-elitist,MLSL,MLSL,BFGS,Same,MLSL,MLSL,MLSL,Non-elitist,Same,Same,MLSL,Non-elitist,Non-elitist,Non-elitist,MLSL,MLSL,Same,Same,Same,BFGS,Non-elitist,BFGS,Non-elitist,MLSL,DE,Same
1,3,8,Non-elitist,Non-elitist,Non-elitist,Same,Non-elitist,MLSL,MLSL,Non-elitist,MLSL,MLSL,MLSL,MLSL,MLSL,Non-elitist,Same,Non-elitist,MLSL,Non-elitist,BFGS,MLSL,Non-elitist,MLSL,MLSL,Same,Same,DE,MLSL,Non-elitist,MLSL,Same,Same
1,3,9,Non-elitist,Non-elitist,Same,Non-elitist,Non-elitist,MLSL,MLSL,Same,MLSL,MLSL,MLSL,MLSL,MLSL,Non-elitist,Same,BFGS,Non-elitist,Non-elitist,BFGS,MLSL,Same,MLSL,MLSL,Same,Non-elitist,DE,BFGS,Non-elitist,BFGS,MLSL,Same
1,3,10,Non-elitist,Same,Non-elitist,Same,Non-elitist,MLSL,MLSL,MLSL,Same,MLSL,MLSL,Same,MLSL,Non-elitist,Same,MLSL,MLSL,Non-elitist,MLSL,MLSL,Non-elitist,MLSL,MLSL,BFGS,Same,DE,BFGS,DE,MLSL,BFGS,Same
1,3,11,Non-elitist,BFGS,MLSL,Non-elitist,Non-elitist,MLSL,Same,MLSL,Non-elitist,Non-elitist,Non-elitist,Same,Non-elitist,Same,Non-elitist,Same,MLSL,Non-elitist,Same,MLSL,Same,MLSL,Same,Same,Same,Same,MLSL,BFGS,Same,Same,Same
1,3,12,Non-elitist,Same,Same,Same,MLSL,MLSL,Same,Same,Same,MLSL,MLSL,MLSL,Same,Non-elitist,Same,MLSL,Non-elitist,Non-elitist,MLSL,Non-elitist,MLSL,MLSL,MLSL,BFGS,BFGS,Non-elitist,MLSL,DE,DE,PSO,Same
1,3,13,Non-elitist,Same,Non-elitist,Non-elitist,Non-elitist,MLSL,MLSL,Same,MLSL,MLSL,MLSL,MLSL,MLSL,Same,Same,Same,MLSL,Non-elitist,BFGS,Non-elitist,MLSL,MLSL,MLSL,Non-elitist,Same,DE,BFGS,DE,BFGS,BFGS,Same
1,3,14,Non-elitist,Same,Non-elitist,Non-elitist,MLSL,MLSL,Same,Same,Same,Same,Same,MLSL,BFGS,Non-elitist,Same,Non-elitist,MLSL,Non-elitist,BFGS,MLSL,Non-elitist,MLSL,MLSL,Same,Non-elitist,BFGS,BFGS,BFGS,BFGS,Same,Same
1,3,15,Non-elitist,Same,Non-elitist,Non-elitist,BFGS,BFGS,BFGS,BFGS,MLSL,MLSL,MLSL,BFGS,Same,MLSL,Same,MLSL,Non-elitist,Non-elitist,BFGS,MLSL,Same,MLSL,MLSL,Same,Non-elitist,DE,BFGS,DE,BFGS,Same,Same
1,3,16,Non-elitist,Non-elitist,MLSL,Non-elitist,Non-elitist,MLSL,Non-elitist,BFGS,MLSL,MLSL,Same,MLSL,MLSL,Non-elitist,Same,MLSL,MLSL,MLSL,MLSL,Same,MLSL,MLSL,MLSL,Same,MLSL,BFGS,BFGS,Non-elitist,MLSL,Same,Same
1,3,17,Non-elitist,Non-elitist,Same,MLSL,MLSL,MLSL,MLSL,BFGS,MLSL,MLSL,MLSL,MLSL,MLSL,Same,MLSL,MLSL,BFGS,Non-elitist,BFGS,Non-elitist,MLSL,MLSL,Same,MLSL,Non-elitist,BFGS,BFGS,DE,Same,DE,Same
1,3,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,MLSL,MLSL,Same,MLSL,MLSL,Non-elitist,BFGS,BFGS,Non-elitist,MLSL,BFGS,Non-elitist,BFGS,Non-elitist,Non-elitist,MLSL,Same,Same,Non-elitist,PSO,BFGS,Non-elitist,MLSL,Same,Same
1,3,19,Non-elitist,Same,Non-elitist,Non-elitist,MLSL,MLSL,MLSL,Non-elitist,MLSL,MLSL,MLSL,MLSL,BFGS,Same,Same,Same,Non-elitist,MLSL,Same,Same,MLSL,Same,MLSL,MLSL,BFGS,BFGS,BFGS,Non-elitist,BFGS,Non-elitist,Same
1,4,0,Non-elitist,Same,Non-elitist,Non-elitist,Same,MLSL,Same,MLSL,MLSL,Same,MLSL,Same,Same,Same,Non-elitist,Non-elitist,Non-elitist,MLSL,MLSL,Non-elitist,Non-elitist,MLSL,BFGS,Non-elitist,Non-elitist,DE,BFGS,BFGS,MLSL,Same,Same
1,4,1,Non-elitist,Same,Non-elitist,Non-elitist,MLSL,MLSL,Same,MLSL,MLSL,MLSL,Same,Same,MLSL,Non-elitist,MLSL,Same,Non-elitist,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,Non-elitist,Same,MLSL,DE,BFGS,BFGS,PSO,Same
1,4,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,MLSL,BFGS,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,Non-elitist,Same,Same,MLSL,MLSL,MLSL,MLSL,MLSL,Same,MLSL,MLSL,MLSL,Same,MLSL,DE,BFGS,PSO,PSO,Same
1,4,3,Non-elitist,Non-elitist,MLSL,Non-elitist,MLSL,Same,Same,MLSL,Same,Same,Same,Same,Same,Non-elitist,Non-elitist,Same,MLSL,MLSL,Non-elitist,MLSL,Same,MLSL,Same,Non-elitist,MLSL,Same,BFGS,BFGS,BFGS,DE,Same
1,4,4,MLSL,Non-elitist,Non-elitist,MLSL,Non-elitist,MLSL,MLSL,Non-elitist,MLSL,Same,MLSL,Same,Non-elitist,BFGS,Non-elitist,Same,Non-elitist,MLSL,Same,MLSL,Same,MLSL,Non-elitist,Non-elitist,Non-elitist,Same,BFGS,BFGS,Non-elitist,BFGS,Same
1,4,5,Same,Same,MLSL,MLSL,Non-elitist,Same,Same,MLSL,Same,MLSL,MLSL,Non-elitist,Non-elitist,Same,Non-elitist,Same,MLSL,MLSL,MLSL,MLSL,Non-elitist,Non-elitist,MLSL,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS,BFGS,Same,Same
1,4,6,Non-elitist,Non-elitist,Same,Non-elitist,Non-elitist,MLSL,Non-elitist,Non-elitist,MLSL,MLSL,BFGS,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Same,Same,MLSL,MLSL,Same,Non-elitist,Non-elitist,Non-elitist,MLSL,MLSL,Same,DE,Non-elitist,MLSL,MLSL,Same
1,4,7,MLSL,MLSL,Same,Non-elitist,MLSL,MLSL,MLSL,Non-elitist,MLSL,MLSL,MLSL,MLSL,MLSL,Same,Same,Same,Non-elitist,Non-elitist,MLSL,Non-elitist,Non-elitist,MLSL,Non-elitist,MLSL,Non-elitist,Non-elitist,DE,BFGS,BFGS,BFGS,Same
1,4,8,MLSL,Same,Non-elitist,MLSL,Non-elitist,Same,Same,MLSL,MLSL,MLSL,BFGS,Non-elitist,MLSL,MLSL,Non-elitist,Same,Non-elitist,Non-elitist,Non-elitist,MLSL,Non-elitist,MLSL,MLSL,Non-elitist,Same,MLSL,DE,BFGS,PSO,BFGS,Same
1,4,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Same,MLSL,MLSL,Non-elitist,Same,MLSL,MLSL,MLSL,MLSL,Non-elitist,Non-elitist,Non-elitist,Non-elitist,MLSL,MLSL,MLSL,Same,Non-elitist,MLSL,MLSL,Same,Same,BFGS,DE,PSO,DE,Same
1,4,10,Non-elitist,Non-elitist,Non-elitist,MLSL,Non-elitist,Same,MLSL,Same,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,Same,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist,MLSL,Non-elitist,Same,BFGS,MLSL,BFGS,BFGS,MLSL,Same,Same
1,4,11,Non-elitist,Same,Same,Same,Non-elitist,Same,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,Non-elitist,Non-elitist,Same,Non-elitist,MLSL,Same,Non-elitist,Same,MLSL,MLSL,MLSL,Non-elitist,Non-elitist,BFGS,BFGS,BFGS,DE,Same
1,4,12,Same,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Same,Non-elitist,Non-elitist,MLSL,MLSL,Non-elitist,BFGS,Non-elitist,Same,Non-elitist,Same,Same,MLSL,MLSL,Same,Same,MLSL,Same,Same,Non-elitist,BFGS,BFGS,BFGS,BFGS,MLSL,Same
1,4,13,MLSL,MLSL,Same,MLSL,Non-elitist,Same,Same,MLSL,MLSL,Same,MLSL,Non-elitist,Non-elitist,MLSL,MLSL,Same,Same,MLSL,BFGS,MLSL,Non-elitist,MLSL,MLSL,Same,Same,BFGS,BFGS,BFGS,PSO,Same,Same
1,4,14,Non-elitist,Same,Same,Same,Non-elitist,MLSL,MLSL,Same,MLSL,MLSL,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Same,Non-elitist,MLSL,BFGS,Non-elitist,Non-elitist,MLSL,MLSL,MLSL,Non-elitist,MLSL,DE,DE,BFGS,BFGS,Same
1,4,15,Non-elitist,Same,Non-elitist,Non-elitist,Non-elitist,Same,Same,MLSL,MLSL,MLSL,Same,MLSL,MLSL,Same,MLSL,Non-elitist,Same,MLSL,Non-elitist,Same,Same,MLSL,MLSL,Non-elitist,MLSL,BFGS,BFGS,BFGS,BFGS,BFGS,Same
1,4,16,MLSL,Same,MLSL,Same,Same,Same,MLSL,MLSL,Same,MLSL,MLSL,MLSL,Same,Same,MLSL,MLSL,Non-elitist,Non-elitist,Non-elitist,MLSL,Non-elitist,MLSL,Non-elitist,MLSL,Same,Non-elitist,BFGS,BFGS,PSO,MLSL,Same
1,4,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,MLSL,MLSL,MLSL,Non-elitist,MLSL,MLSL,Same,Non-elitist,MLSL,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Same,MLSL,MLSL,MLSL,MLSL,MLSL,BFGS,MLSL,BFGS,BFGS,PSO,Non-elitist,Same
1,4,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS,MLSL,Non-elitist,MLSL,MLSL,MLSL,Same,MLSL,Non-elitist,Non-elitist,Same,MLSL,MLSL,Non-elitist,MLSL,Non-elitist,Non-elitist,MLSL,MLSL,Non-elitist,MLSL,BFGS,BFGS,PSO,PSO,Same
1,4,19,PSO,Non-elitist,MLSL,Non-elitist,Non-elitist,Same,Non-elitist,MLSL,Non-elitist,Same,Same,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,MLSL,BFGS,MLSL,Non-elitist,MLSL,MLSL,Non-elitist,Same,MLSL,DE,BFGS,BFGS,BFGS,Same
1,5,0,Non-elitist,Same,Same,MLSL,MLSL,MLSL,MLSL,Non-elitist,Same,Same,MLSL,Same,Non-elitist,MLSL,Non-elitist,Non-elitist,BFGS,MLSL,BFGS,MLSL,Non-elitist,MLSL,Non-elitist,Non-elitist,Non-elitist,DE,BFGS,BFGS,PSO,PSO,Same
1,5,1,Non-elitist,Same,Non-elitist,BFGS,Non-elitist,Non-elitist,Same,Same,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,BFGS,Same,Non-elitist,BFGS,Same,Non-elitist,Non-elitist,MLSL,Non-elitist,MLSL,Non-elitist,Non-elitist,BFGS,BFGS,MLSL,MLSL,Same
1,5,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Same,MLSL,Non-elitist,MLSL,MLSL,MLSL,Non-elitist,MLSL,Same,BFGS,BFGS,Same,Non-elitist,MLSL,Non-elitist,Same,Non-elitist,Same,BFGS,BFGS,MLSL,Non-elitist,MLSL,BFGS,DE,Same
1,5,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Same,Same,MLSL,MLSL,MLSL,Same,Same,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Same,Non-elitist,Non-elitist,Non-elitist,MLSL,Same,Non-elitist,MLSL,MLSL,MLSL,BFGS,BFGS,BFGS,BFGS,PSO,Same
